Name,Description,Example,Type,Format,Required,Nullable,Enum,Pattern
local_operation_value_currency,El código de moneda de tres letras (ISO-4217) para la moneda local.,BRL,string,,Yes,No,,^[A-Z]{3}$
foreign_operation_value_amount,El valor total de la operación en la moneda extranjera.,1000.04,number,float,Yes,No,,"^\d{1,17}\.\d{2}$"
foreign_operation_value_currency,El código de moneda de tres letras (ISO-4217) para la moneda extranjera.,USD,string,,Yes,No,,^[A-Z]{3}$
operation_outstanding_balance_amount,"El saldo pendiente por liquidar, en la moneda extranjera. En el caso de que la operación de cambio esté programada para liquidarse dentro de los dos días posteriores a `operation_requested_at`, este valor puede ser `null`.",1000.04,number,float,No,Yes,,"^\d{1,17}\.\d{2}$"
operation_outstanding_balance_currency,La moneda del saldo pendiente. Obligatorio si `operation_outstanding_balance_amount` no es `null`.,USD,string,,No,Yes,,^[A-Z]{3}$
tev_amount_amount,"El ""All-in Rate"" (Valor Efetivo Total/Total Effective Cost), que representa el costo total de la operación. Es requerido cuando se programa que la operación se liquide dentro de los dos días posteriores a `operation_requested_at` y no excede los $100,000 USD.",1000.000004,number,float,No,Yes,,"^\d{1,15}\.\d{1,15}$"
tev_amount_currency,La moneda del VET (siempre BRL). Obligatorio si `tev_amount_amount` no es `null`.,BRL,string,,No,Yes,,^[A-Z]{3}$
local_currency_advance_percentage,"El porcentaje del valor de la moneda extranjera que se otorgó al cliente por adelantado. En el caso de que la operación de cambio esté programada para liquidarse dentro de los dos días posteriores a `operation_requested_at`, este valor puede ser `null`.",0.12,number,float,No,Yes,,"^\d{1}\.\d{1,6}$"
settlement_method,"El método de entrega para la moneda extranjera.

Devolvemos uno de los siguientes valores del enum:
  - `CARTA_CREDITO_A_VISTA` (Código 10) - Carta de crédito a la vista
  - `CARTA_CREDITO_A_PRAZO` (Código 15) - Carta de crédito a plazo
  - `CONTA_DEPOSITO` (Código 20) - Cuenta de depósito
  - `CONTA_DEPOSITO_MOEDA_ESTRANGEIRA_PAIS` (Código 21) - Cuenta de depósito en moneda extranjera en el país
  - `CONTA_DEPOSITO_EXPORTADOR_MANTIDA_NO_EXTERIOR` (Código 22) - Cuenta de depósito del exportador mantenida en el exterior
  - `CONTA_DEPOSITO_OU_PAGAMENTO_EXPORTADOR_INSTITUICAO_EXTERIOR` (Código 23) - Cuenta de depósito o pago al exportador en institución extranjera
  - `CONVENIO_PAGAMENTOS_E_CREDITOS_RECIPROCOS` (Código 25) - Convenio de pagos y créditos recíprocos
  - `CHEQUE` (Código 30) - Cheque
  - `ESPECIE_CHEQUES_VIAGEM` (Código 50) - Efectivo o cheques de viajero
  - `CARTAO_PREPAGO` (Código 55) - Tarjeta prepaga
  - `TELETRANSMISSAO` (Código 65) - Transferencia electrónica
  - `TITULOS_VALORES` (Código 75) - Títulos/bonos
  - `SIMBOLICA` (Código 90) - Simbólica
  - `SEM_MOVIMENTACAO_VALORES` (Código 91) - Sin movimiento de fondos
  - `DEMAIS` (Código 99) - Otros
  - `OUTRO_NAO_MAPEADO_OFB` - Otro no mapeado por Open Finance Brazil
  - `null`",CARTA_CREDITO_A_PRAZO,string,,Yes,Yes,"CONTA_DEPOSITO_MOEDA_ESTRANGEIRA_PAIS, CONTA_DEPOSITO_OU_PAGAMENTO_EXPORTADOR_INSTITUICAO_EXTERIOR, ESPECIE_CHEQUES_VIAGEM, CARTAO_PREPAGO, TELETRANSMISSAO, SEM_MOVIMENTACAO_VALORES, DEMAIS, CARTA_CREDITO_A_VISTA, CARTA_CREDITO_A_PRAZO, CONTA_DEPOSITO, CHEQUE, TITULOS_VALORES, SIMBOLICA, CONTA_DEPOSITO_EXPORTADOR_MANTIDA_NO_EXTERIOR, CONVENIO_PAGAMENTOS_E_CREDITOS_RECIPROCOS, OUTRO_NAO_MAPEADO_OFB, None",
operation_category_code,"El código de 5 dígitos del Banco Central que clasifica la ""naturaleza"" de la operación.

Este código debe cumplir con los códigos de naturaleza referenciados en la Resolución 277 o Circular 3690, según corresponda al contrato de cambio.",90302,string,,Yes,No,,^\d{5}$
results,Un array de objetos de historial de intercambio.,,array,,No,No,,
results[].id,Identificador único de Belvo para el elemento actual.,0d3ffb69-f83b-456e-ad8e-208d0998d71d,string,uuid,Yes,No,,
results[].link,El `link.id` al que pertenecen los datos.,30cb4806-6e00-48a4-91c9-ca55968576c8,string,uuid,Yes,Yes,,
results[].exchange_id,El identificador único generado por Belvo para la operación de intercambio original.,c4bfecf9-4eb6-4920-9f9f-e1f1e60ef321,string,uuid,Yes,No,,
results[].created_at,La marca de tiempo ISO-8601 de cuando se creó el punto de datos en la base de datos de Belvo.,2022-02-09T08:45:50.406032Z,string,date-time,Yes,No,,
results[].collected_at,La marca de tiempo ISO-8601 cuando se recopiló el punto de datos.,2022-02-09T08:45:50.406032Z,string,date-time,Yes,No,,
results[].operation_identifier,El identificador único de la red para la operación de intercambio.,92792126019929240,string,,Yes,No,,"^[a-zA-Z0-9][a-zA-Z0-9\-]{0,99}$"
results[].event_sequence_number,El número de secuencia del registro del evento en el Banco Central (Bacen).,493874649457,string,,Yes,No,,^\d{12}$
results[].event_type,"El tipo de evento que ocurrió para la operación de intercambio.

Devolvemos uno de los siguientes valores de 'enum':
  - `1` - Contrato en el mercado primario
  - `2` - Modificación de la operación de intercambio en el mercado primario
  - `3` - Cancelación de la operación de intercambio en el mercado primario
  - `4` - Liquidación de la operación de intercambio en el mercado primario
  - `5` - Anulación del monto pendiente por liquidar en el mercado primario
  - `6` - Restablecimiento del monto pendiente anulado en el mercado primario
  - `9` - Anulación de la operación de intercambio en el mercado primario (utilizado, por ejemplo, en la anulación de un evento de liquidación/cancelación)

> **Nota**: Los códigos siguen el formato de mensajería enviado por las instituciones al Banco Central de Brasil.",2,integer,,Yes,No,"1, 2, 3, 4, 5, 6, 9",
results[].event_created_at,La marca de tiempo ISO-8601 cuando ocurrió el evento.,2023-03-10T14:00:00Z,string,date-time,Yes,No,,^(\d{4})-(1[0-2]|0?[1-9])-(3[01]|[12][0-9]|0?[1-9])T(?:[01]\d|2[0123]):(?:[012345]\d):(?:[012345]\d)Z$
results[].operation_due_date,"La fecha en la que la operación (compra o venta), después del evento, está programada para ser liquidada, en formato `YYYY-MM-DD`.",2023-03-20,string,date,No,Yes,,^(\d{4})-(1[0-2]|0?[1-9])-(3[01]|[12][0-9]|0?[1-9])$
results[].local_operation_tax_amount,El tipo de cambio aplicado a la operación después del evento.,1.4,number,float,No,Yes,,"^\d{1,15}\.\d{1,15}$"
results[].local_operation_tax_currency,El código de moneda de tres letras (ISO-4217) para la tasa de cambio.,BRL,string,,No,Yes,,^[A-Z]{3}$
results[].local_operation_value_amount,El valor total de la operación en moneda local después del evento.,950,number,float,No,Yes,,"^\d{1,17}\.\d{2}$"
results[].local_operation_value_currency,El código de moneda de tres letras (ISO-4217) para la moneda local.,BRL,string,,No,Yes,,^[A-Z]{3}$
results[].foreign_operation_value_amount,El valor total de la operación en moneda extranjera después del evento.,678.57,number,float,No,Yes,,"^\d{1,17}\.\d{2}$"
results[].foreign_operation_value_currency,El código de moneda de tres letras (ISO-4217) para la moneda extranjera.,USD,string,,No,Yes,,^[A-Z]{3}$
results[].operation_outstanding_balance_amount,"El saldo pendiente a liquidar en moneda extranjera después del evento.

Este campo es obligatorio para eventos creados (`event_created_at`) a partir del 15 de abril de 2024, en casos de operaciones de cambio con liquidación futura.",678.57,number,float,No,Yes,,"^\d{1,17}\.\d{2}$"
results[].operation_outstanding_balance_currency,La moneda del saldo pendiente. Obligatorio si `operation_outstanding_balance_amount` no es `null`.,USD,string,,No,Yes,,^[A-Z]{3}$
results[].tev_amount_amount,"El ""All-in Rate"" (Valor Efetivo Total/Total Effective Cost), que representa el costo total de la operación después del evento.

Este campo es obligatorio para operaciones de cambio al contado que alcancen hasta el límite de $100,000 USD o su equivalente en otras monedas.",1002,number,float,No,Yes,,"^\d{1,15}\.\d{1,15}$"
results[].tev_amount_currency,La moneda del VET (siempre BRL). Obligatorio si `tev_amount_amount` no es `null`.,BRL,string,,No,Yes,,^[A-Z]{3}$
results[].local_currency_advance_percentage,"El porcentaje del valor de la moneda extranjera que se otorgó al cliente por adelantado después del evento.

Este campo es obligatorio en casos de operaciones de cambio con liquidación futura.",0.12,number,float,No,Yes,,"^\d{1}\.\d{1,6}$"
results[].settlement_method,"El método de entrega para la moneda extranjera.

Devolvemos uno de los siguientes valores del enum:
  - `CARTA_CREDITO_A_VISTA` (Código 10) - Carta de crédito a la vista
  - `CARTA_CREDITO_A_PRAZO` (Código 15) - Carta de crédito a plazo
  - `CONTA_DEPOSITO` (Código 20) - Cuenta de depósito
  - `CONTA_DEPOSITO_MOEDA_ESTRANGEIRA_PAIS` (Código 21) - Cuenta de depósito en moneda extranjera en el país
  - `CONTA_DEPOSITO_EXPORTADOR_MANTIDA_NO_EXTERIOR` (Código 22) - Cuenta de depósito del exportador mantenida en el exterior
  - `CONTA_DEPOSITO_OU_PAGAMENTO_EXPORTADOR_INSTITUICAO_EXTERIOR` (Código 23) - Cuenta de depósito o pago al exportador en institución extranjera
  - `CONVENIO_PAGAMENTOS_E_CREDITOS_RECIPROCOS` (Código 25) - Convenio de pagos y créditos recíprocos
  - `CHEQUE` (Código 30) - Cheque
  - `ESPECIE_CHEQUES_VIAGEM` (Código 50) - Efectivo o cheques de viajero
  - `CARTAO_PREPAGO` (Código 55) - Tarjeta prepaga
  - `TELETRANSMISSAO` (Código 65) - Transferencia electrónica
  - `TITULOS_VALORES` (Código 75) - Títulos/bonos
  - `SIMBOLICA` (Código 90) - Simbólica
  - `SEM_MOVIMENTACAO_VALORES` (Código 91) - Sin movimiento de fondos
  - `DEMAIS` (Código 99) - Otros
  - `OUTRO_NAO_MAPEADO_OFB` - Otro no mapeado por Open Finance Brazil
  - `null`",CARTA_CREDITO_A_PRAZO,string,,No,Yes,"CONTA_DEPOSITO_MOEDA_ESTRANGEIRA_PAIS, CONTA_DEPOSITO_OU_PAGAMENTO_EXPORTADOR_INSTITUICAO_EXTERIOR, ESPECIE_CHEQUES_VIAGEM, CARTAO_PREPAGO, TELETRANSMISSAO, SEM_MOVIMENTACAO_VALORES, DEMAIS, CARTA_CREDITO_A_VISTA, CARTA_CREDITO_A_PRAZO, CONTA_DEPOSITO, CHEQUE, TITULOS_VALORES, SIMBOLICA, CONTA_DEPOSITO_EXPORTADOR_MANTIDA_NO_EXTERIOR, CONVENIO_PAGAMENTOS_E_CREDITOS_RECIPROCOS, OUTRO_NAO_MAPEADO_OFB, None",
results[].operation_category_code,"El código de 5 dígitos del Banco Central que clasifica la ""naturaleza"" de la operación.

Este código debe cumplir con los códigos de naturaleza referenciados en la Resolución 277 o Circular 3690, según corresponda al contrato de cambio.",90302,string,,No,Yes,,^\d{5}$
results[].foreign_partie_relationship_code,"El código que indica la relación entre el cliente y el pagador/receptor extranjero.

Este código debe cumplir con los códigos de relación referenciados en la Resolución 277 o Circular 3690, según corresponda al contrato de cambio.

> **Nota**: Este campo es opcional cuando:
> - El campo `settlement_method` es `ESPECIE_CHEQUES_VIAGEM` o `CARTAO_PREPAGO`.
> - El campo `event_type` es diferente de `4` (Liquidación de operación de cambio en el mercado primario).
>
> Si la institución tiene esta información, es obligatorio enviarla. Si la información se actualiza después de la contratación, debe enviarse a través de eventos.",50,string,,No,Yes,,^\d{2}$
results[].foreign_partie_name,"El nombre del pagador o receptor extranjero.

> **Nota**: Este campo es opcional cuando:
> - El campo `settlement_method` es `ESPECIE_CHEQUES_VIAGEM` o `CARTAO_PREPAGO`.
> - El campo `event_type` es diferente de `4` (Liquidación de operación de cambio en el mercado primario).
>
> Si la institución tiene esta información, es obligatorio enviarla. Si la información se actualiza después de la contratación, debe enviarse a través de eventos.",Global Tech Imports LLC,string,,No,Yes,,[\w\W\s]*
results[].foreign_partie_country_code,"El código de país del pagador o receptor extranjero, siguiendo el estándar ISO 3166-1.

> **Nota**: Este campo es opcional cuando:
> - El campo `settlement_method` es `ESPECIE_CHEQUES_VIAGEM` o `CARTAO_PREPAGO`.
> - El campo `event_type` es diferente de `4` (Liquidación de operación de cambio en el mercado primario).
>
> Si la institución tiene esta información, es obligatorio enviarla. Si la información se actualiza después de la contratación, debe enviarse a través de eventos.",US,string,,No,Yes,,^[A-Z]{2}$
