Name,Description,Example,Type,Format,Required,Nullable,Enum,Pattern
[].balances_metrics.closing_balance,O saldo de todas as contas no momento `collected_at`.,35901.46,number,float,Yes,Yes,,
[].balances_metrics.days_balance_below_0_12m,O número de dias em que o saldo total da conta é menor ou igual a 0 nos últimos doze meses.,0,integer,int32,Yes,Yes,,
[].balances_metrics.days_balance_below_0_1m,O número de dias em que o saldo total da conta é menor ou igual a 0 no último mês.,0,integer,int32,Yes,Yes,,
[].balances_metrics.days_balance_below_0_1w,O número de dias em que o saldo total da conta é menor ou igual a 0 na última semana.,0,integer,int32,Yes,Yes,,
[].balances_metrics.days_balance_below_0_3d,O número de dias em que o saldo total da conta é menor ou igual a 0 nos últimos três dias.,0,integer,int32,Yes,Yes,,
[].balances_metrics.days_balance_below_0_3m,O número de dias em que o saldo total da conta é menor ou igual a 0 nos últimos três meses.,0,integer,int32,Yes,Yes,,
[].balances_metrics.days_balance_below_0_6m,O número de dias em que o saldo total da conta é menor ou igual a 0 nos últimos seis meses.,0,integer,int32,Yes,Yes,,
[].balances_metrics.days_balance_below_mean_12m,O número de dias em que o saldo médio da conta é menor ou igual ao valor especificado em `mean_daily_balance_12m`.,17,integer,int32,Yes,Yes,,
[].balances_metrics.days_balance_below_mean_1m,O número de dias em que o saldo médio da conta é menor ou igual ao valor especificado em `mean_daily_balance_1m`.,17,integer,int32,Yes,Yes,,
[].balances_metrics.days_balance_below_mean_1w,O número de dias em que o saldo médio da conta é menor ou igual ao valor especificado em `mean_daily_balance_1w`.,3,integer,int32,Yes,Yes,,
[].balances_metrics.days_balance_below_mean_3d,O número de dias em que o saldo médio da conta é menor ou igual ao valor especificado em `mean_daily_balance_3d`.,2,integer,int32,Yes,Yes,,
[].balances_metrics.days_balance_below_mean_3m,O número de dias em que o saldo médio da conta é menor ou igual ao valor especificado em `mean_daily_balance_3m`.,17,integer,int32,Yes,Yes,,
[].balances_metrics.days_balance_below_mean_6m,O número de dias em que o saldo médio da conta é menor ou igual ao valor especificado em `mean_daily_balance_6m`.,17,integer,int32,Yes,Yes,,
[].balances_metrics.days_balance_below_x_12m,O número de dias em que o saldo total da conta é menor ou igual ao valor especificado em `balance_threshold_x` nos últimos doze meses.,0,integer,int32,Yes,Yes,,
[].balances_metrics.days_balance_below_x_1m,O número de dias em que o saldo total da conta é menor ou igual ao valor especificado em `balance_threshold_x` no último mês.,0,integer,int32,Yes,Yes,,
[].balances_metrics.days_balance_below_x_1w,O número de dias em que o saldo total da conta é menor ou igual ao valor especificado em `balance_threshold_x` na última semana.,0,integer,int32,Yes,Yes,,
[].balances_metrics.days_balance_below_x_3d,O número de dias em que o saldo total da conta é menor ou igual ao valor especificado em `balance_threshold_x` nos últimos três dias.,0,integer,int32,Yes,Yes,,
[].balances_metrics.days_balance_below_x_3m,O número de dias em que o saldo total da conta é menor ou igual ao valor especificado em `balance_threshold_x` nos últimos três meses.,0,integer,int32,Yes,Yes,,
[].balances_metrics.days_balance_below_x_6m,O número de dias em que o saldo total da conta é menor ou igual ao valor especificado em `balance_threshold_x` nos últimos seis meses.,0,integer,int32,Yes,Yes,,
[].balances_metrics.max_balance_12m,O saldo máximo nos últimos doze meses.,35901.46,number,float,Yes,Yes,,
[].balances_metrics.max_balance_1m,O saldo máximo no último mês.,35901.46,number,float,Yes,Yes,,
[].balances_metrics.max_balance_1w,O saldo máximo na última semana.,35901.46,number,float,Yes,Yes,,
[].balances_metrics.max_balance_3d,O saldo máximo nos últimos três dias.,35901.46,number,float,Yes,Yes,,
[].balances_metrics.max_balance_3m,O saldo máximo nos últimos três meses.,35901.46,number,float,Yes,Yes,,
[].balances_metrics.max_balance_6m,O saldo máximo nos últimos seis meses.,35901.46,number,float,Yes,Yes,,
[].balances_metrics.mean_balance_12m,O saldo médio nos últimos doze meses.,34816.08,number,float,Yes,Yes,,
[].balances_metrics.mean_balance_1m,O saldo médio no último mês.,34816.08,number,float,Yes,Yes,,
[].balances_metrics.mean_balance_1w,O saldo médio na última semana.,35077.1,number,float,Yes,Yes,,
[].balances_metrics.mean_balance_3d,O saldo médio nos últimos três dias.,35659.57,number,float,Yes,Yes,,
[].balances_metrics.mean_balance_3m,O saldo médio nos últimos três meses.,34816.08,number,float,Yes,Yes,,
[].balances_metrics.mean_balance_6m,O saldo médio nos últimos seis meses.,34816.08,number,float,Yes,Yes,,
[].balances_metrics.min_balance_12m,O saldo mínimo nos últimos doze meses.,33990.59,number,float,Yes,Yes,,
[].balances_metrics.min_balance_1m,O saldo mínimo no último mês.,33990.59,number,float,Yes,Yes,,
[].balances_metrics.min_balance_1w,O saldo mínimo na última semana).,34150.5,number,float,Yes,Yes,,
[].balances_metrics.min_balance_3d,O saldo mínimo nos últimos três dias.,35417.68,number,float,Yes,Yes,,
[].balances_metrics.min_balance_3m,O saldo mínimo nos últimos três meses.,33990.59,number,float,Yes,Yes,,
[].balances_metrics.min_balance_6m,O saldo mínimo nos últimos seis meses.,33990.59,number,float,Yes,Yes,,
[].balances_metrics.std_balance_12m,O desvio padrão do saldo nos últimos doze meses.,586.55,number,float,Yes,Yes,,
[].balances_metrics.std_balance_1m,O desvio padrão do saldo no último mês.,586.55,number,float,Yes,Yes,,
[].balances_metrics.std_balance_1w,O desvio padrão do saldo na última semana.,764.03,number,float,Yes,Yes,,
[].balances_metrics.std_balance_3d,O desvio padrão do saldo nos últimos três dias.,279.31,number,float,Yes,Yes,,
[].balances_metrics.std_balance_3m,O desvio padrão do saldo nos últimos três meses.,586.55,number,float,Yes,Yes,,
[].balances_metrics.std_balance_6m,O desvio padrão do saldo nos últimos seis meses.,586.55,number,float,Yes,Yes,,
[].cashflow_metrics,"Métricas agregadas calculadas com base nas transações do usuário em contas correntes, poupança, de crédito e de empréstimo. No entanto, transferências internas (transferências entre contas pertencentes ao mesmo link) não são usadas no cálculo.

{% admonition type=""info"" %}
  Se não houver dados transacionais suficientes para um determinado período, retornamos `null`. Por exemplo, se a conta foi aberta há apenas 15 dias (ou você forneceu dados apenas para 15 dias), retornamos valores para `_3d`, `_1w` e `_1m`, no entanto, para `_3m` retornaremos `null`, pois não há dados para os meses dois e três.
{% /admonition %}",,object,,Yes,Yes,,
[].cashflow_metrics.max_negative_12m,O maior valor de transações de fluxo de caixa negativo nos últimos doze meses.,7535.85,number,float,Yes,Yes,,
[].cashflow_metrics.max_negative_1m,O maior valor de transações de fluxo de caixa negativo no último mês.,5305.92,number,float,Yes,Yes,,
[].cashflow_metrics.max_negative_1w,O maior valor de transações de fluxo de caixa negativo na última semana.,3375.43,number,float,Yes,Yes,,
[].cashflow_metrics.max_negative_3d,O maior valor de transações de fluxo de caixa negativo nos últimos três dias.,3375.43,number,float,Yes,Yes,,
[].cashflow_metrics.max_negative_3m,O maior valor de transações de fluxo de caixa negativo nos últimos três meses.,7535.85,number,float,Yes,Yes,,
[].cashflow_metrics.max_negative_6m,O maior valor de transações de fluxo de caixa negativo nos últimos seis meses.,7535.85,number,float,Yes,Yes,,
[].cashflow_metrics.max_positive_12m,O maior valor de transações de fluxo de caixa positivo nos últimos doze meses.,8500,number,float,Yes,Yes,,
[].cashflow_metrics.max_positive_1m,O maior valor de transações de fluxo de caixa positivo no mês passado.,4012.61,number,float,Yes,Yes,,
[].cashflow_metrics.max_positive_1w,O maior valor de transações de fluxo de caixa positivo na semana passada.,3808.99,number,float,Yes,Yes,,
[].cashflow_metrics.max_positive_3d,O maior valor de transações de fluxo de caixa positivo nos últimos três dias.,1850.12,number,float,Yes,Yes,,
[].cashflow_metrics.max_positive_3m,O maior valor de transações de fluxo de caixa positivo nos últimos três meses.,5001.08,number,float,Yes,Yes,,
[].cashflow_metrics.max_positive_6m,O maior valor de transações de fluxo de caixa positivo nos últimos seis meses.,8500,number,float,Yes,Yes,,
[].cashflow_metrics.mean_negative_12m,O valor médio das transações de fluxo de caixa negativo nos últimos doze meses.,1948.51,number,float,Yes,Yes,,
[].cashflow_metrics.mean_negative_1m,O valor médio das transações de fluxo de caixa negativo no último mês.,1904.96,number,float,Yes,Yes,,
[].cashflow_metrics.mean_negative_1w,O valor médio das transações de fluxo de caixa negativo na última semana.,2477.04,number,float,Yes,Yes,,
[].cashflow_metrics.mean_negative_3d,O valor médio das transações de fluxo de caixa negativo nos últimos três dias.,3373.48,number,float,Yes,Yes,,
[].cashflow_metrics.mean_negative_3m,O valor médio das transações de fluxo de caixa negativo nos últimos três meses.,1838.47,number,float,Yes,Yes,,
[].cashflow_metrics.mean_negative_6m,O valor médio das transações de fluxo de caixa negativo nos últimos seis meses.,1877.63,number,float,Yes,Yes,,
[].cashflow_metrics.mean_positive_12m,O valor médio das transações de fluxo de caixa positivo nos últimos doze meses.,2502.06,number,float,Yes,Yes,,
[].cashflow_metrics.mean_positive_1m,O valor médio das transações de fluxo de caixa positivo no último mês.,1827.36,number,float,Yes,Yes,,
[].cashflow_metrics.mean_positive_1w,O valor médio das transações de fluxo de caixa positivo na última semana.,1665.74,number,float,Yes,Yes,,
[].cashflow_metrics.mean_positive_3d,O valor médio das transações de fluxo de caixa positivo nos últimos três dias.,1410.54,number,float,Yes,Yes,,
[].cashflow_metrics.mean_positive_3m,O valor médio das transações de fluxo de caixa positivo nos últimos três meses.,1881.58,number,float,Yes,Yes,,
[].cashflow_metrics.mean_positive_6m,O valor médio das transações de fluxo de caixa positivo nos últimos seis meses.,2102.19,number,float,Yes,Yes,,
[].cashflow_metrics.net_cashflow_12m,O fluxo de caixa líquido nos últimos doze meses.,55088.51,number,float,Yes,Yes,,
[].cashflow_metrics.net_cashflow_1m,O fluxo de caixa líquido no último mês.,-2250.46,number,float,Yes,Yes,,
[].cashflow_metrics.net_cashflow_1w,O fluxo de caixa líquido na última semana.,-1536.33,number,float,Yes,Yes,,
[].cashflow_metrics.net_cashflow_3d,O fluxo de caixa líquido nos últimos três dias.,-1104.79,number,float,Yes,Yes,,
[].cashflow_metrics.net_cashflow_3m,O fluxo de caixa líquido nos últimos três meses.,5588.51,number,float,Yes,Yes,,
[].cashflow_metrics.net_cashflow_6m,O fluxo de caixa líquido nos últimos seis meses.,22088.51,number,float,Yes,Yes,,
[].cashflow_metrics.net_cashflow_trend_12m,A tendência do fluxo de caixa líquido nos últimos doze meses.,-21.5511,number,float,Yes,Yes,,
[].cashflow_metrics.net_cashflow_trend_1m,A tendência do fluxo de caixa líquido no último mês.,1.3034,number,float,Yes,Yes,,
[].cashflow_metrics.net_cashflow_trend_1w,A tendência do fluxo de caixa líquido na última semana.,163.8856,number,float,Yes,Yes,,
[].cashflow_metrics.net_cashflow_trend_3d,A tendência do fluxo de caixa líquido nos últimos três dias meses.,1448.683,number,float,Yes,Yes,,
[].cashflow_metrics.net_cashflow_trend_3m,A tendência do fluxo de caixa líquido nos últimos três meses.,-0.472,number,float,Yes,Yes,,
[].cashflow_metrics.net_cashflow_trend_6m,A tendência do fluxo de caixa líquido nos últimos seis meses.,-15.1286,number,float,Yes,Yes,,
[].cashflow_metrics.positive_to_negative_ratio_12m,"A razão entre sum_positive / sum_negative nos últimos doze meses.

ℹ️ Se a razão for maior que `1`, isso significa que o usuário tem mais receitas do que despesas, indicando que ele gasta menos do que ganha.

**Nota**: No caso de não haver transações de saída, o valor será `null`.",1.3,number,float,Yes,Yes,,
[].cashflow_metrics.positive_to_negative_ratio_1m,"A razão entre sum_positive / sum_negative no último mês.

ℹ️ Se a razão for maior que `1`, isso significa que o usuário tem mais receitas do que despesas, indicando que ele gasta menos do que ganha.

**Nota**: No caso de não haver transações de saída, o valor será `null`.",0.96,number,float,Yes,Yes,,
[].cashflow_metrics.positive_to_negative_ratio_1w,"A razão entre sum_positive / sum_negative na última semana.

ℹ️ Se a razão for maior que `1`, isso significa que o usuário tem mais entradas do que saídas, indicando que ele gasta menos do que ganha.

**Nota**: No caso de não haver transações de saída, o valor será `null`.",0.9,number,float,Yes,Yes,,
[].cashflow_metrics.positive_to_negative_ratio_3d,"A razão entre sum_positive / sum_negative nos últimos três dias.

ℹ️ Se a razão for maior que `1`, isso significa que o usuário tem mais entradas do que saídas, indicando que ele gasta menos do que ganha.

**Nota**: No caso de não haver transações de saída, o valor será `null`.",0.84,number,float,Yes,Yes,,
[].cashflow_metrics.positive_to_negative_ratio_3m,"A razão entre sum_positive / sum_negative nos últimos três meses.

ℹ️ Se a razão for maior que `1`, isso significa que o usuário tem mais entradas do que saídas, indicando que ele gasta menos do que ganha.

**Nota**: No caso de não haver transações de saída, o valor será `null`.",1.04,number,float,Yes,Yes,,
[].cashflow_metrics.positive_to_negative_ratio_6m,"A razão entre sum_positive / sum_negative nos últimos seis meses.

ℹ️ Se a razão for maior que `1`, isso significa que o usuário tem mais entradas do que saídas, indicando que ele gasta menos do que ganha.

**Nota**: No caso de não haver transações de saída, o valor será `null`.",1.13,number,float,Yes,Yes,,
[].cashflow_metrics.sum_negative_12m,O total de todas as transações que resultaram em um fluxo de caixa negativo nos últimos doze meses.,185108.77,number,float,Yes,Yes,,
[].cashflow_metrics.sum_negative_1m,O total de todas as transações que resultaram em um fluxo de caixa negativo no último mês.,55243.82,number,float,Yes,Yes,,
[].cashflow_metrics.sum_negative_1w,O total de todas as transações que resultaram em um fluxo de caixa negativo na última semana.,14862.25,number,float,Yes,Yes,,
[].cashflow_metrics.sum_negative_3d,O total de todas as transações que resultaram em um fluxo de caixa negativo nos últimos três dias.,6746.95,number,float,Yes,Yes,,
[].cashflow_metrics.sum_negative_3m,O total de todas as transações que resultaram em um fluxo de caixa negativo nos últimos três meses.,158108.77,number,float,Yes,Yes,,
[].cashflow_metrics.sum_negative_6m,O total de todas as transações que resultaram em um fluxo de caixa negativo nos últimos seis meses.,167108.77,number,float,Yes,Yes,,
[].cashflow_metrics.sum_negative_trend_12m,A tendência de fluxo de caixa negativo com base na soma de todas as transações negativas nos últimos doze meses.,-4.2394,number,float,Yes,Yes,,
[].cashflow_metrics.sum_negative_trend_1m,A tendência de fluxo de caixa negativo com base na soma de todas as transações negativas no último mês.,58.376,number,float,Yes,Yes,,
[].cashflow_metrics.sum_negative_trend_1w,A tendência de fluxo de caixa negativo com base na soma de todas as transações negativas na última semana.,254.2517,number,float,Yes,Yes,,
[].cashflow_metrics.sum_negative_trend_3d,A tendência de fluxo de caixa negativo com base na soma de todas as transações negativas nos últimos três dias.,-3.91,number,float,Yes,Yes,,
[].cashflow_metrics.sum_negative_trend_3m,A tendência de fluxo de caixa negativo com base na soma de todas as transações negativas nos últimos três meses.,2.5895,number,float,Yes,Yes,,
[].cashflow_metrics.sum_negative_trend_6m,A tendência de fluxo de caixa negativo com base na soma de todas as transações negativas nos últimos seis meses.,-1.4824,number,float,Yes,Yes,,
[].cashflow_metrics.sum_positive_12m,O total de todas as transações que resultaram em um fluxo de caixa positivo nos últimos doze meses.,240197.28,number,float,Yes,Yes,,
[].cashflow_metrics.sum_positive_1m,O total de todas as transações que resultaram em um fluxo de caixa positivo no último mês.,52993.36,number,float,Yes,Yes,,
[].cashflow_metrics.sum_positive_1w,O total de todas as transações que resultaram em um fluxo de caixa positivo na última semana.,13325.92,number,float,Yes,Yes,,
[].cashflow_metrics.sum_positive_3d,O total de todas as transações que resultaram em um fluxo de caixa positivo nos últimos três dias.,5642.16,number,float,Yes,Yes,,
[].cashflow_metrics.sum_positive_3m,O total de todas as transações que resultaram em um fluxo de caixa positivo nos últimos três meses.,163697.28,number,float,Yes,Yes,,
[].cashflow_metrics.sum_positive_6m,O total de todas as transações que resultaram em um fluxo de caixa positivo nos últimos seis meses.,189197.28,number,float,Yes,Yes,,
[].cashflow_metrics.sum_positive_trend_12m,A tendência de fluxo de caixa positivo com base na soma de todas as transações positivas nos últimos doze meses.,-25.9856,number,float,Yes,Yes,,
[].cashflow_metrics.sum_positive_trend_1m,A tendência de fluxo de caixa positivo com base na soma de todas as transações positivas no último mês.,22.7315,number,float,Yes,Yes,,
[].cashflow_metrics.sum_positive_trend_1w,A tendência de fluxo de caixa positivo com base na soma de todas as transações positivas na última semana.,-84.0393,number,float,Yes,Yes,,
[].cashflow_metrics.sum_positive_trend_3d,A tendência de fluxo de caixa positivo com base na soma de todas as transações positivas nos últimos três dias.,98.902,number,float,Yes,Yes,,
[].cashflow_metrics.sum_positive_trend_3m,A tendência de fluxo de caixa positivo com base na soma de todas as transações positivas nos últimos três meses.,1.8398,number,float,Yes,Yes,,
[].cashflow_metrics.sum_positive_trend_6m,A tendência de fluxo de caixa positivo com base na soma de todas as transações positivas nos últimos seis meses.,-17.1869,number,float,Yes,Yes,,
[].category_metrics,"Um array de métricas agregadas referentes às categorias e subcategorias de transações que a Belvo identificou no histórico de transações do usuário.

No array, a Belvo retorna apenas as categorias que foram identificadas.",,array,,Yes,No,,
[].category_metrics[].category,"O nome da categoria de transação.

> **Obter categorização de transações**
Com a <a href=""https://developers.belvo.com/docs/banking#categorizing-transactions"" target=""_blank"">categorização de transações</a>, limpamos e categorizamos transações para você, transformando dados brutos em insights acionáveis. Para habilitar esse recurso, basta <a href=""https://belvo.com/contact/?utm_source=documentation"" target=""_blank"">entrar em contato</a> conosco, e nós cuidaremos disso.

Retornamos um dos seguintes valores de enum:

  - `Bills & Utilities`
  - `Credits & Loans`
  - `Deposits`
  - `Fees & Charges`
  - `Food & Groceries`
  - `Home & Life`
  - `Income & Payments`
  - `Insurance`
  - `Investments & Savings`
  - `Online Platforms & Leisure`
  - `Personal Shopping`
  - `Taxes`
  - `Transfers`
  - `Transport & Travel`
  - `Unknown`*
  - `Withdrawal & ATM`
  - `null`


  \* Para clientes que não utilizam nosso produto de Categorização de Transações, retornamos `null` em vez disso.",Income & Payments,string,,No,Yes,"Bills & Utilities, Credits & Loans, Deposits, Fees & Charges, Food & Groceries, Home & Life, Income & Payments, Insurance, Investments & Savings, Online Platforms & Leisure, Personal Shopping, Taxes, Transfers, Transport & Travel, Unknown, Withdrawal & ATM, None",
[].category_metrics[].category_inflow_ratio_3m,"A razão de `net_amount_3m` dividida pela soma de todas as transações categorizadas de entrada (incluindo a categoria atual) para o mesmo período.

Nota: Se não houver transações de entrada para o período, este valor retornará `null`.",1,number,float,No,Yes,,
[].category_metrics[].net_amount_3m,O valor líquido das transações para esta categoria nos últimos três meses (calculado como o total de transações de entrada - total de transações de saída para esta categoria).,642.76,number,float,No,Yes,,
[].category_metrics[].subcategory,"A subcategoria da transação.

> **Obter categorização de transações**  
Para clientes que não utilizam nossa <a href=""https://developers.belvo.com/docs/banking#categorizing-transactions"" target=""_blank"">Categorização de Transações</a>, retornamos `null` em vez disso. Para habilitar este recurso, basta <a href=""https://belvo.com/contact/?utm_source=documentation"" target=""_blank"">entrar em contato</a> conosco, e nós cuidaremos disso.

Retornamos um dos seguintes valores de enum:

- `Electricity & Energy`
- `Rent`
- `Telecommunications`
- `Water`
- `Auto`
- `Credit Card`
- `Instalment`
- `Interest & Charges`
- `Mortgage`
- `Pay Advance`
- `Personal`
- `Adjustments`
- `Bank Fees`
- `Chargeback`
- `Refund`
- `Blocked Balances`
- `Alimony`
- `Alcohol & Tobacco`
- `Bakery & Coffee`
- `Bars & Nightclubs`
- `Convenience Store`
- `Delivery`
- `Groceries`
- `Restaurants`
- `Education`
- `Gyms & Fitness`
- `Hair & Beauty`
- `Health`
- `Home Decor & Appliances`
- `Laundry & Dry Cleaning`
- `Pharmacies`
- `Professional Services`
- `Veterinary Services`
- `Freelance`
- `Interest`
- `Retirement`
- `Salary`
- `Government`
- `Home Insurance`
- `Auto Insurance`
- `Health & Life Insurance`
- `Savings`
- `Fixed income`
- `Equity`
- `Investment Funds`
- `Derivatives`
- `Cryptocurrencies`
- `Apps, Software and Cloud Services`
- `Events, Parks and Museums`
- `Gambling`
- `Gaming`
- `Lottery`
- `Movie & Audio`
- `Books & News`
- `Clothing & Accessories`
- `Department Store`
- `Electronics`
- `E-commerce`
- `Gifts`
- `Office Supplies`
- `Pet Supplies`
- `Auto Tax & Fees`
- `Donation`
- `Government Fees`
- `Income Tax`
- `Real Estate Tax & Fees`
- `Tax Return`
- `Accommodation`
- `Auto Expenses`
- `Auto Rental`
- `Flights`
- `Gas`
- `Mileage Programs`
- `Parking & Tolls`
- `Public Transit`
- `Taxis & Rideshares`
- `Other`
- `null`",Freelance,string,,No,Yes,"Electricity & Energy, Rent, Telecommunications, Water, Auto, Credit Card, Instalment, Interest & Charges, Mortgage, Pay Advance, Personal, Adjustments, Bank Fees, Chargeback, Refund, Blocked Balances, Alimony, Alcohol & Tobacco, Bakery & Coffee, Bars & Nightclubs, Convenience Store, Delivery, Groceries, Restaurants, Education, Gyms & Fitness, Hair & Beauty, Health, Home Decor & Appliances, Laundry & Dry Cleaning, Pharmacies, Professional Services, Veterinary Services, Freelance, Interest, Retirement, Salary, Government, Home Insurance, Auto Insurance, Health & Life Insurance, Savings, Fixed income, Equity, Investment Funds, Derivatives, Cryptocurrencies, Apps, Software and Cloud Services, Events, Parks and Museums, Gambling, Gaming, Lottery, Movie & Audio, Books & News, Clothing & Accessories, Department Store, Electronics, E-commerce, Gifts, Office Supplies, Pet Supplies, Auto Tax & Fees, Donation, Government Fees, Income Tax, Real Estate Tax & Fees, Tax Return, Accommodation, Auto Expenses, Auto Rental, Flights, Gas, Mileage Programs, Parking & Tolls, Public Transit, Taxis & Rideshares, Other, None",
[].category_metrics[].trend_3m,A tendência de transações líquidas da categoria (transações de entrada - transações de saída para a categoria) para o período.,0,number,float,No,Yes,,
[].created_at,O carimbo de data e hora ISO-8601 de quando o ponto de dados foi criado no banco de dados da Belvo.,2022-02-09T08:45:50.406032Z,string,date-time,Yes,No,,
[].credit_cards_metrics,"Métricas agregadas calculadas com base nas contas de cartão de crédito do usuário.

> As métricas de cartão de crédito ilustram os hábitos de um cliente em relação aos cartões de crédito, revelando quantas contas de cartão de crédito um cliente possui, seu limite de crédito total, quanto desse limite está sendo utilizado e a taxa de utilização do limite do cartão de crédito.",,object,,Yes,Yes,,
[].credit_cards_metrics.credit_card_limit_utilization,A porcentagem do limite do cartão de crédito utilizado.,0.95,number,float,Yes,Yes,,
[].credit_cards_metrics.num_accounts,Número de contas de cartões de crédito associadas ao usuário.,2,integer,int32,Yes,No,,
[].credit_cards_metrics.sum_credit_limit,Soma total de todos os limites dos cartões de crédito.,106560,number,float,Yes,Yes,,
[].credit_cards_metrics.sum_credit_used,Soma total de todo o crédito utilizado.,101020.14,number,float,Yes,Yes,,
[].id,Identificador único da Belvo para o item atual.,0d3ffb69-f83b-456e-ad8e-208d0998d71d,string,uuid,Yes,No,,
[].link,O `link.id` ao qual os dados pertencem.,30cb4806-6e00-48a4-91c9-ca55968576c8,string,uuid,Yes,Yes,,
[].loans_metrics,"Métricas agregadas calculadas com base nas contas de empréstimo do usuário e contas correntes que possuem cheque especial.

> As métricas de empréstimo ajudam a entender o comportamento de empréstimo e reembolso de um cliente, o que pode ajudar a avaliar sua capacidade de assumir crédito adicional e os potenciais riscos de inadimplência.",,object,,Yes,Yes,,
[].loans_metrics.loan_limit_utilization,A porcentagem do limite do empréstimo utilizado.,0.3,number,float,Yes,Yes,,
[].loans_metrics.num_accounts,O número de contas de empréstimo associadas ao usuário.,1,integer,int32,Yes,No,,
[].loans_metrics.overdraft_limit,O limite total de cheque especial de todas as contas correntes e de poupança.,900,number,float,Yes,Yes,,
[].loans_metrics.overdraft_limit_utilization,A porcentagem do limite de cheque especial utilizado.,0.4,number,float,Yes,Yes,,
[].loans_metrics.sum_loans_monthly_payment,Soma total dos pagamentos mensais de todas as contas de empréstimo do usuário.,400,number,float,Yes,Yes,,
[].loans_metrics.sum_loans_outstanding_principal,Soma total do principal pendente para todas as contas de empréstimo do usuário.,2000,number,float,Yes,Yes,,
[].loans_metrics.sum_loans_principal,Soma total do principal para todas as contas de empréstimo do usuário.,5000,number,float,Yes,Yes,,
[].transactions_metrics,"Métricas agregadas calculadas com base nas transações do usuário em contas correntes, poupança, cartão de crédito e empréstimo.

> ℹ️ **Nota**
>
> Se não houver dados transacionais suficientes para um determinado período, retornamos `null` para campos calculados e `0` para campos baseados em contagem. Por exemplo, se a conta foi aberta há apenas cinco dias (ou se você forneceu dados apenas para cinco dias), retornamos valores para `_3d`, `_1w` e `_1m`, no entanto:
> 
> - `mean_num_transactions_3m` retornará `null`, pois não há dados para os meses dois e três (campo calculado).
> - `num_transactions_3m` retornará `0`, pois não há dados para os meses dois e três (campo baseado em contagem).",,object,,Yes,Yes,,
[].transactions_metrics.days_history,O número de dias entre a solicitação de insight de risco e a primeira transação.,365,integer,int32,Yes,No,,
[].transactions_metrics.days_since_last_incoming_transaction,O número de dias desde que a última transação de entrada ocorreu.,0,integer,int32,Yes,No,,
[].transactions_metrics.days_since_last_outgoing_transaction,O número de dias desde que a última transação de saída ocorreu.,0,integer,int32,Yes,No,,
[].transactions_metrics.days_since_last_transaction,O número de dias desde que a última transação ocorreu.,0,integer,int32,Yes,No,,
[].transactions_metrics.days_without_transactions_12m,O número de dias em que não ocorreram transações nos últimos doze meses.,261,integer,int32,Yes,No,,
[].transactions_metrics.days_without_transactions_1m,O número de dias em que não ocorreram transações no último mês.,0,integer,int32,Yes,No,,
