Name,Description,Example,Type,Format,Required,Nullable,Enum,Pattern
sender_name,O nome do remetente da fatura.,ACME CORP,string,,Yes,Yes,,
sender_tax_fraud_status,"Indica se o remetente está ou não na lista de fraude fiscal do SAT por ter enviado dados incorretos, ter pagamentos pendentes ou ter realizado negócios que violam os regulamentos da instituição fiscal.<br><br>

O SAT atualiza a lista de fraude fiscal a cada três meses. <br><br>

Para mais informações sobre os motivos pelos quais um contribuinte pode ser incluído na lista de fraude fiscal, consulte o <a href=""http://omawww.sat.gob.mx/cifras_sat/Paginas/datos/vinculo.html?page=ListCompleta69.html"" target=""_blank"">Artigo 69</a> e o <a href=""http://omawww.sat.gob.mx/cifras_sat/Paginas/datos/vinculo.html?page=ListCompleta69B.html"" target=""_blank"">Artigo 69-B</a> do Código Fiscal da Federação do México.
<br><br>

Os status possíveis são:

- `INVESTIGATING` <br>
A instituição fiscal identificou irregularidades e abriu uma investigação sobre o contribuinte.
<br>
- `DISMISSED` <br>
A instituição fiscal investigou o contribuinte e o declarou inocente.
<br>
- `CONFIRMED` <br>
A instituição fiscal confirmou que o contribuinte é culpado.
<br>
- `OVERTURNED` <br>
A instituição fiscal reavaliou um contribuinte previamente confirmado e, com base em novas evidências, retirou o contribuinte da lista de fraude fiscal.
<br>
- `NO_TAX_FRAUD_STATUS` <br>
O receptor ou remetente não é encontrado na lista (ou seja, está em conformidade com os regulamentos da instituição fiscal).",NO_TAX_FRAUD_STATUS,string,,No,Yes,,
status,O status da fatura. Pode ser *Vigente* (válido) ou *Cancelado* (cancelado).,Vigente,string,,Yes,Yes,,
subtotal_amount,O valor antes dos impostos desta fatura (soma do `pre_tax_amount` de cada item).,400,number,float,Yes,Yes,,
tax_amount,O valor do imposto para esta fatura (soma do `tax_amount` de cada item).,64,number,float,Yes,Yes,,
total_amount,O valor total da fatura (`subtotal_amount` + `tax_amount` - `discount_amount`),454,number,float,Yes,Yes,,
type,"A direção da fatura (do ponto de vista do proprietário do Link).
- `OUTFLOW` indica uma fatura enviada.
- `INFLOW` indica uma fatura recebida.",INFLOW,string,,Yes,Yes,"OUTFLOW, INFLOW, None",
usage,"O código de uso da fatura, conforme definido pela entidade legal do país.

- 🇲🇽 México <a href=""https://developers.belvo.com/docs/sat-catalogs#usage"" target=""_blank"">artigo de referência do catálogo SAT</a>",P01,string,,No,Yes,,
version,A versão CFDI da fatura.,3.3,string,,No,Yes,,
warnings,Objeto contendo informações sobre quaisquer avisos relacionados a esta fatura.,,object,,No,Yes,,
warnings.code,"O código de aviso. Pode ser um dos seguintes:

  - `sat_xml_limit_reached`
  - `sat_service_unavailable`
  - `null`",sat_xml_limit_reached,string,,Yes,Yes,,
warnings.message,"A descrição do aviso.

A mensagem dependerá do código de aviso:

`sat_xml_limit_reached`<br>
O limite diário para downloads de XML definido pelo SAT foi atingido, portanto, esta nota fiscal pode estar com dados faltando. Por favor, verifique https://tinyurl.com/yydzhy5d para mais informações sobre este erro.

`sat_service_unavailable`<br>
O download dos detalhes das notas fiscais não está disponível. O portal do SAT retornou um erro 503.","The daily limit for XML downloads set by SAT was reached so this invoice
might be missing data. Please check https://tinyurl.com/yydzhy5d for more
information on this error.
",string,,Yes,Yes,,
xml,XML do documento da fatura.,,string,,No,Yes,,
