Name,Description,Example,Type,Format,Required,Nullable,Enum,Pattern
[].sales_invoice_details.non_billable_amount,The portion of the transaction that is not billable.,40.02,number,float,No,Yes,,"^\d{1,15}\.\d{2,4}$"
[].sales_invoice_details.total_amount_for_period,"The total amount for a specific period, often used for periodic billing.",,number,float,No,Yes,,"^\d{1,15}\.\d{2,4}$"
[].sales_invoice_details.domestic_transportation_amount,The total amount spent on domestic transportation.,67.02,number,float,No,Yes,,"^\d{1,15}\.\d{2,4}$"
[].sales_invoice_details.international_transportation_amount,The total amount spent on international transportation.,56.02,number,float,No,Yes,,"^\d{1,15}\.\d{2,4}$"
[].sales_invoice_details.branch_code,The code of the fiscal branch where the sales invoice was issued.,76129014,integer,int32,No,Yes,,
[].sales_invoice_details.tax_exempt_amount,The portion of the sale that is exempt from VAT.,4000.02,number,float,No,Yes,,"^\d{1,15}\.\d{2,4}$"
[].sales_invoice_details.credit_or_debit_note_on_purchase,Indicates whether the invoice is linked with a credit or debit note.,False,boolean,,No,Yes,,
[].sales_invoice_details.additional_tax_code,The tax code for the additional tax.,50993,integer,,No,Yes,,
[].sales_invoice_details.additional_tax_rate,The tax rate of the additional tax.,2.1,string,,No,Yes,,
[].sales_invoice_details.additional_tax_amount,The total tax amount of the additional tax.,1005.02,number,float,No,Yes,,"^\d{1,15}\.\d{2,4}$"
[].sales_invoice_details.vat_total_withheld,The total VAT withheld.,33.02,number,float,No,Yes,,"^\d{1,15}\.\d{2,4}$"
[].sales_invoice_details.vat_partially_withheld,The amount of VAT partially withheld.,30.02,number,float,No,Yes,,"^\d{1,15}\.\d{2,4}$"
[].sales_invoice_details.vat_non_withheld,The amount of VAT that was not withheld.,40.02,number,float,No,Yes,,"^\d{1,15}\.\d{2,4}$"
[].sales_invoice_details.vat_sales,The VAT amount corresponding to the seller's own sales.,100.02,number,float,No,Yes,,"^\d{1,15}\.\d{2,4}$"
[].sales_invoice_details.vat_third_party,VAT amount related to third-party sales if acting as an intermediary.,1000.02,number,float,No,Yes,,"^\d{1,15}\.\d{2,4}$"
[].sales_invoice_details.vat_past_due,VAT that is accounted for or paid after the due date.,31.02,number,float,No,Yes,,"^\d{1,15}\.\d{2,4}$"
[].sales_invoice_details.invoice_settlement_sender_id,The RUT of the entity that issued the settlement for the invoice.,55524768-7,string,,No,Yes,,
[].sales_invoice_details.invoice_settlement_net_commission,The net amount of commission in the invoice settlement.,54.02,number,float,No,Yes,,"^\d{1,15}\.\d{2,4}$"
[].sales_invoice_details.invoice_settlement_exempt_commission,The portion of the commission in the invoice settlement that is exempt from tax.,16.02,number,float,No,Yes,,"^\d{1,15}\.\d{2,4}$"
[].sales_invoice_details.invoice_settlement_vat_commission,VAT charged on the commission amount in the invoice settlement.,78.02,number,float,No,Yes,,"^\d{1,15}\.\d{2,4}$"
[].sales_invoice_details.reference_document_type,Indicates the type of document that this invoice refers to or is linked with.,,string,,No,Yes,,
[].sales_invoice_details.reference_document_folio,The folio number of the document referred to.,,string,,No,Yes,,
[].sales_invoice_details.foreign_recipient_id,The identification number of a foreign individual.,JANM-7820234,string,,No,Yes,,
[].sales_invoice_details.foreign_recipient_nationality,The nationality of the foreign individual.,Peru,string,,No,Yes,,
[].summary_invoice_details,Details regarding the summary of `BOLETA_ELECTRONICA` or `COMPROBANTE_PAGO` invoices.,,object,,No,No,,
[].summary_invoice_details.month,"The year and month of the invoices, in `YYYY-MM` format.",2024-08,string,,No,No,,^\d{4}-\d{2}$
[].summary_invoice_details.updated_at,The ISO-8601 timestamp of when the list of invoices was last updated.,2024-09-02T15:23:47-03:00,string,date-time,No,No,,
[].summary_invoice_details.total_documents,The total number of invoices in the summary.,23,integer,int32,No,No,,
[].summary_invoice_details.tax_exempt_amount,The total invoice value (from all invoices in the summary) that is exempt from VAT.,4000.02,number,float,No,No,,"^\d{1,15}\.\d{2,4}$"
